,activity_id,person_id,distance_meters,duration_seconds,mode,travel_purpose,previous_activity_type,start_time,start_local_hour,end_time,end_local_hour,origin_bgrp,origin_bgrp_lat,origin_bgrp_lng,destination_bgrp,destination_bgrp_lat,destination_bgrp_lng,vehicle_type,vehicle_fuel_type,vehicle_fuel_technology,start_within_boundary,start_datetime,start_timestamp
2428,7606683500012232577,3431755455446803460,160.93400239810347,0,BIKING,HOME,RECREATION,2019-10-10 03:50:21 America/New_York,3,2019-10-10 03:50:42 America/New_York,3,250173523001,42.3678,-71.0855,250173523001,42.3678,-71.0855,UNKNOWN_VEHICLE_TYPE,UNKNOWN_FUEL_TYPE,UNKNOWN_FUEL_TECHNOLOGY,False,2019-10-10 03:50:21,2019-10-10 03:50:21
2447,11048416968681186793,4446608933414079472,321.86800479620695,120,BIKING,HOME,RECREATION,2019-10-10 03:50:21 America/New_York,3,2019-10-10 03:52:24 America/New_York,3,250173521021,42.3667,-71.0763,250173521021,42.3667,-71.0763,UNKNOWN_VEHICLE_TYPE,UNKNOWN_FUEL_TYPE,UNKNOWN_FUEL_TECHNOLOGY,False,2019-10-10 03:50:21,2019-10-10 03:50:21
2487,2050621232965727762,16128418206829008265,160.93400239810347,0,BIKING,HOME,RECREATION,2019-10-10 03:50:21 America/New_York,3,2019-10-10 03:50:58 America/New_York,3,250173523001,42.3678,-71.0855,250173523001,42.3678,-71.0855,UNKNOWN_VEHICLE_TYPE,UNKNOWN_FUEL_TYPE,UNKNOWN_FUEL_TECHNOLOGY,False,2019-10-10 03:50:21,2019-10-10 03:50:21
2503,18095678618180591321,7336883898925785310,321.86800479620695,60,BIKING,HOME,RECREATION,2019-10-10 03:50:21 America/New_York,3,2019-10-10 03:51:42 America/New_York,3,250173523001,42.3678,-71.0855,250173523001,42.3678,-71.0855,UNKNOWN_VEHICLE_TYPE,UNKNOWN_FUEL_TYPE,UNKNOWN_FUEL_TECHNOLOGY,False,2019-10-10 03:50:21,2019-10-10 03:50:21
2834,10393612879465919028,3528648929723673111,160.93400239810347,120,BIKING,HOME,EAT,2019-10-10 04:09:21 America/New_York,4,2019-10-10 04:12:07 America/New_York,4,250173523002,42.3654,-71.0811,250173523002,42.3654,-71.0811,UNKNOWN_VEHICLE_TYPE,UNKNOWN_FUEL_TYPE,UNKNOWN_FUEL_TECHNOLOGY,False,2019-10-10 04:09:21,2019-10-10 04:09:21
3100,10753202890204518126,5656492775400040605,321.86800479620695,60,BIKING,EAT,HOME,2019-10-10 04:33:00 America/New_York,4,2019-10-10 04:34:02 America/New_York,4,250173523001,42.3678,-71.0855,250173523001,42.3678,-71.0855,UNKNOWN_VEHICLE_TYPE,UNKNOWN_FUEL_TYPE,UNKNOWN_FUEL_TECHNOLOGY,False,2019-10-10 04:33:00,2019-10-10 04:33:00
3166,17528079433699805123,15096278132768968155,321.86800479620695,0,BIKING,MAINTENANCE,HOME,2019-10-10 04:34:53 America/New_York,4,2019-10-10 04:35:46 America/New_York,4,250173526001,42.3696,-71.0897,250173526001,42.3696,-71.0897,UNKNOWN_VEHICLE_TYPE,UNKNOWN_FUEL_TYPE,UNKNOWN_FUEL_TECHNOLOGY,False,2019-10-10 04:34:53,2019-10-10 04:34:53
3342,10434149979827012465,6357690674073891061,160.93400239810347,0,BIKING,HOME,RECREATION,2019-10-10 04:46:59 America/New_York,4,2019-10-10 04:47:21 America/New_York,4,250173523001,42.3678,-71.0855,250173523001,42.3678,-71.0855,UNKNOWN_VEHICLE_TYPE,UNKNOWN_FUEL_TYPE,UNKNOWN_FUEL_TECHNOLOGY,False,2019-10-10 04:46:59,2019-10-10 04:46:59
3453,15053754404405847798,8680519938443717104,482.8020191848277,60,BIKING,WORK,HOME,2019-10-10 04:57:01 America/New_York,4,2019-10-10 04:58:24 America/New_York,4,250173522001,42.3719,-71.0851,250173522001,42.3719,-71.0851,UNKNOWN_VEHICLE_TYPE,UNKNOWN_FUEL_TYPE,UNKNOWN_FUEL_TECHNOLOGY,False,2019-10-10 04:57:01,2019-10-10 04:57:01
3998,15182523780686062824,6682581607245402889,321.86800479620695,0,BIKING,SOCIAL,HOME,2019-10-10 05:35:00 America/New_York,5,2019-10-10 05:35:53 America/New_York,5,250173523001,42.3678,-71.0855,250173523001,42.3678,-71.0855,UNKNOWN_VEHICLE_TYPE,UNKNOWN_FUEL_TYPE,UNKNOWN_FUEL_TECHNOLOGY,False,2019-10-10 05:35:00,2019-10-10 05:35:00
4159,14625981952998825051,9360117476973816569,482.8020191848277,240,BIKING,HOME,EAT,2019-10-10 05:43:43 America/New_York,5,2019-10-10 05:47:44 America/New_York,5,250173521021,42.3667,-71.0763,250173521021,42.3667,-71.0763,UNKNOWN_VEHICLE_TYPE,UNKNOWN_FUEL_TYPE,UNKNOWN_FUEL_TECHNOLOGY,False,2019-10-10 05:43:43,2019-10-10 05:43:43
4362,15359881800554013071,525804331110749923,482.8020191848277,60,BIKING,WORK,HOME,2019-10-10 05:52:23 America/New_York,5,2019-10-10 05:53:54 America/New_York,5,250173524002,42.3642,-71.0903,250173524002,42.3642,-71.0903,UNKNOWN_VEHICLE_TYPE,UNKNOWN_FUEL_TYPE,UNKNOWN_FUEL_TECHNOLOGY,False,2019-10-10 05:52:23,2019-10-10 05:52:23
4388,9496589016809561354,3216213141420148993,965.6040383696557,240,BIKING,WORK,HOME,2019-10-10 05:52:23 America/New_York,5,2019-10-10 05:57:15 America/New_York,5,250173524002,42.3642,-71.0903,250173531022,42.3592,-71.0862,UNKNOWN_VEHICLE_TYPE,UNKNOWN_FUEL_TYPE,UNKNOWN_FUEL_TECHNOLOGY,False,2019-10-10 05:52:23,2019-10-10 05:52:23
4677,3495320513938130921,9402281138373540288,482.8020191848277,120,BIKING,SOCIAL,WORK,2019-10-10 06:07:52 America/New_York,6,2019-10-10 06:09:53 America/New_York,6,250173531022,42.3592,-71.0862,250173531022,42.3592,-71.0862,UNKNOWN_VEHICLE_TYPE,UNKNOWN_FUEL_TYPE,UNKNOWN_FUEL_TECHNOLOGY,False,2019-10-10 06:07:52,2019-10-10 06:07:52
4814,5418975288011857947,2476782750776726367,1287.4720191848278,240,BIKING,WORK,SOCIAL,2019-10-10 06:12:23 America/New_York,6,2019-10-10 06:17:08 America/New_York,6,250173526001,42.3696,-71.0897,250173531022,42.3592,-71.0862,UNKNOWN_VEHICLE_TYPE,UNKNOWN_FUEL_TYPE,UNKNOWN_FUEL_TECHNOLOGY,False,2019-10-10 06:12:23,2019-10-10 06:12:23
5326,4378710080322751271,10641736979432755277,482.8020191848277,60,BIKING,SHOP,HOME,2019-10-10 06:42:00 America/New_York,6,2019-10-10 06:43:32 America/New_York,6,250173526002,42.3704,-71.0924,250173526002,42.3704,-71.0924,UNKNOWN_VEHICLE_TYPE,UNKNOWN_FUEL_TYPE,UNKNOWN_FUEL_TECHNOLOGY,False,2019-10-10 06:42:00,2019-10-10 06:42:00
5573,17601111532109399330,12522826060896979320,160.93400239810347,0,BIKING,EAT,EAT,2019-10-10 06:57:00 America/New_York,6,2019-10-10 06:57:49 America/New_York,6,250173524002,42.3642,-71.0903,250173524002,42.3642,-71.0903,UNKNOWN_VEHICLE_TYPE,UNKNOWN_FUEL_TYPE,UNKNOWN_FUEL_TECHNOLOGY,False,2019-10-10 06:57:00,2019-10-10 06:57:00
5743,11756863141036654435,12855895397474871001,160.93400239810347,0,BIKING,WORK,HOME,2019-10-10 07:02:00 America/New_York,7,2019-10-10 07:02:42 America/New_York,7,250173522001,42.3719,-71.0851,250173522001,42.3719,-71.0851,UNKNOWN_VEHICLE_TYPE,UNKNOWN_FUEL_TYPE,UNKNOWN_FUEL_TECHNOLOGY,False,2019-10-10 07:02:00,2019-10-10 07:02:00
6315,1726357820843402168,2237783937200712972,321.86800479620695,0,BIKING,SOCIAL,HOME,2019-10-10 07:12:00 America/New_York,7,2019-10-10 07:12:53 America/New_York,7,250173523001,42.3678,-71.0855,250173523001,42.3678,-71.0855,UNKNOWN_VEHICLE_TYPE,UNKNOWN_FUEL_TYPE,UNKNOWN_FUEL_TECHNOLOGY,False,2019-10-10 07:12:00,2019-10-10 07:12:00
6793,8488674607115302217,10214087548492999035,2414.01,480,BIKING,WORK,HOME,2019-10-10 07:30:00 America/New_York,7,2019-10-10 07:38:40 America/New_York,7,250173521021,42.3667,-71.0763,250173524002,42.3642,-71.0903,UNKNOWN_VEHICLE_TYPE,UNKNOWN_FUEL_TYPE,UNKNOWN_FUEL_TECHNOLOGY,False,2019-10-10 07:30:00,2019-10-10 07:30:00
6865,11647715675728914224,14293899403691230235,321.86800479620695,60,BIKING,SOCIAL,HOME,2019-10-10 07:31:00 America/New_York,7,2019-10-10 07:32:04 America/New_York,7,250173526002,42.3704,-71.0924,250173526002,42.3704,-71.0924,UNKNOWN_VEHICLE_TYPE,UNKNOWN_FUEL_TYPE,UNKNOWN_FUEL_TECHNOLOGY,False,2019-10-10 07:31:00,2019-10-10 07:31:00
6949,917409209986446225,4850833815140936118,160.93400239810347,0,BIKING,RECREATION,HOME,2019-10-10 07:33:00 America/New_York,7,2019-10-10 07:33:28 America/New_York,7,250173521021,42.3667,-71.0763,250173521022,42.3713,-71.0801,UNKNOWN_VEHICLE_TYPE,UNKNOWN_FUEL_TYPE,UNKNOWN_FUEL_TECHNOLOGY,False,2019-10-10 07:33:00,2019-10-10 07:33:00
7024,8232764517632522814,6355096121506412394,1448.4059616303446,300,BIKING,WORK,HOME,2019-10-10 07:34:00 America/New_York,7,2019-10-10 07:39:02 America/New_York,7,250173522001,42.3719,-71.0851,250173524002,42.3642,-71.0903,UNKNOWN_VEHICLE_TYPE,UNKNOWN_FUEL_TYPE,UNKNOWN_FUEL_TECHNOLOGY,False,2019-10-10 07:34:00,2019-10-10 07:34:00
7138,10078335341215311204,11654169067407447793,321.86800479620695,60,BIKING,HOME,EAT,2019-10-10 07:35:38 America/New_York,7,2019-10-10 07:36:40 America/New_York,7,250173523002,42.3654,-71.0811,250173523002,42.3654,-71.0811,UNKNOWN_VEHICLE_TYPE,UNKNOWN_FUEL_TYPE,UNKNOWN_FUEL_TECHNOLOGY,False,2019-10-10 07:35:38,2019-10-10 07:35:38
